,Topic,Word,Frequency
123,0,jagħmel,0.0008012086
124,0,vettura,0.0007964712
125,0,ewropej,0.00079577154
126,0,prodott,0.0007915587
127,0,mid,0.00078858796
128,0,diversi,0.00078386674
129,0,referenza,0.00077412266
130,0,tiegħek,0.00077262666
131,0,jaħdmu,0.0007724136
132,0,trid,0.0007719497
133,0,dawl,0.0007663156
134,0,oħrajn,0.0007638269
135,0,madankollu,0.00076379656
136,0,kuntratti,0.00076095684
137,0,jagħmlu,0.00076094724
138,0,riskju,0.00075734186
139,0,kap,0.0007560219
140,0,isir,0.00075588597
141,0,jsir,0.00075585884
142,0,art,0.00074375066
143,0,nies,0.0007385646
144,0,snin,0.0007383897
145,0,jagħti,0.0007383735
146,0,dicembru,0.00073816214
147,0,ħaddiema,0.0007374752
148,0,speaker,0.00072557427
149,0,dejjem,0.0007190894
150,0,staqsa,0.0007190298
151,0,ii,0.0007187444
152,0,sew,0.0007184523
153,0,proposta,0.00071673107
154,0,map,0.0007144762
155,0,imsemmija,0.00071099575
156,0,tax,0.00070731435
157,0,rizorsi,0.00069348124
158,0,darba,0.0006930958
159,0,ambjentali,0.00069143565
160,0,ligijiet,0.00068810256
161,0,komunita,0.00068632286
162,0,naf,0.000685983
163,0,jorbot,0.0006858233
164,0,prezz,0.0006853035
165,0,ħin,0.00067644595
166,0,partijiet,0.00067534007
167,0,imbagħad,0.00067034655
168,0,uzu,0.0006700689
169,0,beda,0.00066881906
170,0,lanqas,0.0006647778
171,0,daqs,0.0006645175
172,0,saru,0.0006641937
173,0,attivitajiet,0.00066383136
174,0,kompetenti,0.00066308747
175,0,specifici,0.00065510767
176,0,malti,0.0006533725
177,0,lingwa,0.0006529837
178,0,lokali,0.0006495403
179,0,suq,0.0006485762
180,0,pubblici,0.0006484468
181,0,pajjizi,0.0006475705
182,0,propost,0.0006433265
183,0,protezzjoni,0.0006381499
184,0,kawza,0.0006379285
185,0,fost,0.0006344138
186,0,fatt,0.00063377304
187,0,tieħu,0.00063240685
188,0,assi,0.0006293807
189,0,termini,0.0006284927
190,0,taxxa,0.0006276328
191,0,flimkien,0.00062285364
192,0,trattat,0.0006226989
193,0,pajjizna,0.0006222244
194,0,mis,0.00061902014
195,0,seħħ,0.0006175082
196,0,għar,0.0006139329
197,0,dipartiment,0.0006137754
198,0,għadd,0.0006119648
199,0,kellhom,0.0006103701
200,0,kbir,0.0006090904
201,0,għarfien,0.0006072658
202,0,swieq,0.00060517894
203,0,imsemmi,0.00060188543
204,0,bl,0.0005999168
205,0,kwalita,0.00059840846
206,0,taqsima,0.000598039
207,0,sewwa,0.0005974721
208,0,intier,0.0005908167
209,0,oppozizzjoni,0.00058782933
210,0,tip,0.0005876149
211,0,kbira,0.0005863917
212,0,importanti,0.00058211654
213,0,dettalji,0.00058149965
214,0,bizzejjed,0.0005813376
215,0,ammont,0.000578763
216,0,novembru,0.000576112
217,0,rizoluzzjoni,0.00057481974
218,0,inizjattiva,0.0005723168
219,0,ħames,0.0005683526
220,0,anqas,0.0005675901
221,0,attivita,0.000566517
222,0,mr,0.0005653536
223,0,entita,0.0005646279
224,0,iii,0.0005641578
225,0,kontroll,0.00056346686
226,0,kkunsidrat,0.00056264683
227,0,ajru,0.00056175864
228,0,tqis,0.00055740325
229,0,ħtiega,0.0005569558
230,0,centrali,0.0005550731
231,0,iz,0.000552663
232,0,triq,0.0005522705
233,0,ħalli,0.0005513281
234,0,persunal,0.000550467
235,0,kejl,0.00054865563
236,0,pazjenti,0.0005481925
237,0,kapacita,0.000547648
238,0,inkjesta,0.0005473078
239,0,flus,0.00054691185
240,0,valur,0.00054430834
241,0,jara,0.000543317
242,0,access,0.00054223725
243,0,abbozz,0.0005415826
244,0,awdituri,0.00054083293
245,0,netwerks,0.0005406625
246,0,qalb,0.00053871586
247,0,xahar,0.00053252437
248,0,ekonomika,0.00052953523
249,0,process,0.000528391
250,0,sentejn,0.0005277373
251,0,dħul,0.0005270092
252,0,stati,0.00052381895
253,0,mg,0.000521892
254,0,tan,0.00052111305
255,0,jistax,0.0005203325
256,0,kuljum,0.0005196691
257,0,veru,0.0005180524
258,0,mogħtija,0.0005179091
259,0,zee,0.00051788625
260,0,minnhom,0.0005174988
261,0,japplikaw,0.00051505485
262,0,anzjani,0.0005139894
263,0,san,0.00051266205
264,0,kompetizzjoni,0.000510052
265,0,agenzija,0.00050933723
266,0,emendat,0.0005090723
267,0,suggett,0.00050663645
268,0,lura,0.000506103
269,0,gejjin,0.00050610024
270,0,gdida,0.00050588115
271,0,ssir,0.00050396787
272,0,ingenji,0.00050359324
273,0,sejħa,0.0005023386
274,0,tradizzjonali,0.0005012283
275,0,banek,0.0005009399
276,0,humiex,0.00049986225
277,0,miri,0.00049975776
278,0,effett,0.0004960105
279,0,finanzjarju,0.00049520796
280,0,agrikoltura,0.00049466174
281,0,produzzjoni,0.0004941231
282,0,naħseb,0.00049364165
283,0,interess,0.00049094524
284,0,finanzjarja,0.000490093
285,0,baħar,0.00049000315
286,0,dokument,0.0004884955
287,0,jitlob,0.0004877807
288,0,parlamentari,0.00048732958
289,0,tingħata,0.00048701567
290,0,ricerka,0.00048673543
291,0,jidher,0.00048546938
292,0,legali,0.0004833626
293,0,pjan,0.0004806938
294,0,farrugia,0.0004775355
295,0,effettiva,0.0004744834
296,0,permezz,0.00047246422
297,0,bzonn,0.00047104704
298,0,stabbilita,0.0004703367
299,0,jintuza,0.00046882327
300,0,mhijiex,0.00046801215
301,0,evalwazzjoni,0.00046639505
302,0,mistoqsija,0.0004659283
303,0,stabbiliti,0.00046535907
304,0,zgħazagħ,0.00046506245
305,0,offerta,0.00046505022
306,0,vetturi,0.00046424847
307,0,finanzjarji,0.00046192203
308,0,inkluz,0.000460424
309,0,specjali,0.0004576544
310,0,analizi,0.0004568666
311,0,tnaqqis,0.00045511182
312,0,konformita,0.00045187614
313,0,tmiem,0.00045158155
314,0,alla,0.000450036
315,0,klassijiet,0.0004497072
316,0,bank,0.0004494141
317,0,konsumaturi,0.000447709
318,0,ufficjali,0.00044602828
319,0,emendi,0.00044519163
320,0,ngħidu,0.0004449996
321,0,budget,0.00044483313
322,0,principji,0.00044420903
323,0,strumenti,0.00044396144
324,0,ic,0.00044059404
325,0,għamilna,0.000438859
326,0,responsabbilta,0.0004387272
327,0,ekonomija,0.00043705298
328,0,rizultati,0.00043644718
329,0,sitt,0.00043593533
330,0,dritt,0.00043505736
331,0,punent,0.00043488765
332,0,piz,0.000434634
333,0,gwida,0.00043423838
334,0,tagħmel,0.0004337976
335,0,xieraq,0.00043348232
336,0,marda,0.00043051472
337,0,sitwazzjoni,0.0004293808
338,0,magħrufa,0.00042869168
339,0,ispejjez,0.00042825108
340,0,mar,0.00042807095
341,0,jridu,0.00042636384
342,0,issir,0.00042512149
343,0,valutazzjoni,0.00042432733
344,0,mit,0.00042260916
345,0,certi,0.0004224187
346,0,ftuħ,0.00042141904
347,0,jingħataw,0.0004191664
348,0,ħsara,0.00041893972
349,0,jkunux,0.0004185114
350,0,gustizzja,0.00041515264
351,0,għamilt,0.00041427492
352,0,inti,0.00041200913
353,0,beneficcji,0.00041073
354,0,attenzjoni,0.00041037434
355,0,lis,0.00040932524
356,0,peress,0.00040916284
357,0,kondizzjonijiet,0.0004085676
358,0,mbagħad,0.000408148
359,0,sħiħ,0.00040473125
360,0,esperjenza,0.0004029917
361,0,operaturi,0.00040284713
362,0,taz,0.00040274608
363,0,ordni,0.00040249116
364,0,linji,0.00040235565
365,0,post,0.00040181054
366,0,annwali,0.00040166086
367,0,kuntratt,0.00040073824
368,0,avviz,0.00039893578
369,0,stat,0.0003988191
370,0,previst,0.0003977542
371,0,offerti,0.00039693774
372,0,att,0.00039673204
373,0,legizlazzjoni,0.00039662974
374,0,awwissu,0.00039650424
375,0,tfue,0.0003921265
376,0,nisa,0.00039178852
377,0,akbar,0.0003914513
378,0,kazijiet,0.00038965404
379,0,twegiba,0.00038924091
380,0,bis,0.00038886562
381,0,zona,0.00038774128
382,0,sistema,0.00038730074
383,0,gie,0.0003864787
384,0,aqwa,0.00038462286
385,0,tipprovdi,0.00038317515
386,0,kumpannija,0.00038131044
387,0,decizjonijiet,0.0003812603
388,0,cittadini,0.00038104338
389,0,juzaw,0.00038073838
390,0,kura,0.00038008232
391,0,dar,0.0003791937
392,0,emenda,0.0003778909
393,0,mil,0.0003775648
394,0,taħrig,0.00037707103
395,0,ħalib,0.00037568313
396,0,jaslu,0.0003751803
397,0,addizzjonali,0.0003745472
398,0,lista,0.00037372904
399,0,nhar,0.0003729214
400,0,paper,0.00037208575
401,0,celluli,0.00037172477
402,0,pero,0.00037159058
403,0,linja,0.0003714309
404,0,jibda,0.00037120012
405,0,terz,0.00037091263
406,0,medja,0.00037086895
407,0,qasam,0.00037065134
408,0,mozzjoni,0.00036946786
409,0,sehem,0.0003692242
410,0,zieda,0.00036899536
411,0,għandhomx,0.00036833732
412,0,temperatura,0.00036819855
413,0,jemenda,0.0003672659
414,0,politika,0.00036664758
415,0,jkollu,0.0003656375
416,0,mewt,0.0003655318
417,0,vat,0.0003636347
418,0,terzi,0.0003635934
419,0,frar,0.0003632881
420,0,nistax,0.00036328612
421,0,tħaddim,0.0003631396
422,0,poteri,0.00036220643
423,0,tibdil,0.00036158192
424,0,bosta,0.0003611173
425,0,inkluza,0.00036028662
426,0,gimgħa,0.0003602269
427,0,theddida,0.00035852497
428,0,kopja,0.00035832566
429,0,attwali,0.00035827793
430,0,gestjoni,0.00035764923
431,0,ammonti,0.00035673552
432,0,interessati,0.00035659273
433,0,atti,0.00035622207
434,0,kumpanniji,0.00035553376
435,0,suggetti,0.000355437
436,0,disponibbli,0.00035529942
437,0,funzjonament,0.0003552764
438,0,verament,0.00035424074
439,0,ismijiet,0.00035399242
440,0,uniti,0.0003538922
441,0,ħrug,0.00035360525
442,0,website,0.00035313843
443,0,allura,0.00035219858
444,0,erba,0.00035112174
445,0,turi,0.00035054795
446,0,postijiet,0.00034958255
447,0,ewropa,0.00034925397
448,0,taʼ,0.00034837253
449,0,iskola,0.00034818068
450,0,gass,0.00034772052
451,0,responsabbli,0.00034758192
452,0,maggoranza,0.00034739973
453,0,ordinanza,0.0003471143
454,0,stima,0.00034646518
455,0,fosthom,0.0003456988
456,0,tidħol,0.00034560112
457,0,tranzazzjoni,0.0003433506
458,0,sett,0.00034278445
459,0,jittieħdu,0.00034239716
460,0,kompetenza,0.00034222452
461,0,sit,0.00034149067
462,0,emissjonijiet,0.0003410362
463,0,forma,0.00034075693
464,0,individwali,0.0003405111
465,0,korp,0.00033975366
466,0,toroq,0.00033971807
467,0,of,0.00033965879
468,0,impatt,0.0003386521
469,0,għanijiet,0.00033589426
470,0,pm,0.00033579086
471,0,segwita,0.00033525247
472,0,votazzjoni,0.00033519045
473,0,allokazzjoni,0.00033512275
474,0,maltija,0.00033501248
475,0,kuntatt,0.0003346326
476,0,permanenti,0.00033459743
477,0,allokati,0.00033454556
478,0,applikabbli,0.0003343861
479,0,gazzetta,0.00033431783
480,0,politici,0.0003330315
481,0,amministrattiv,0.00033182112
482,0,sistemi,0.0003316516
483,0,tintuza,0.0003316017
484,0,konsum,0.00033118736
485,0,ilma,0.00033101952
486,0,jkunx,0.0003297207
487,0,pubblikazzjoni,0.00032951322
488,0,kulturali,0.0003277202
489,0,accessibbli,0.00032747412
490,0,dinja,0.00032711937
491,0,ottubru,0.0003267363
492,0,tul,0.0003266324
493,0,livelli,0.0003257245
494,0,opinjoni,0.0003252444
495,0,saret,0.00032489965
496,0,negozju,0.00032487567
497,0,ħdan,0.00032382758
498,0,għandi,0.0003233655
499,0,rikorrenti,0.0003231901
500,1,ministru,0.008585766
501,1,it,0.005593445
502,1,tad,0.0052022976
503,1,artikolu,0.004351936
504,1,membri,0.004136194
505,1,jista,0.004120293
506,1,unjoni,0.0040260092
507,1,tat,0.003998281
508,1,jigu,0.0038663822
509,1,onor,0.0037616678
510,1,ewropea,0.0036255992
511,1,prim,0.0028906295
512,1,bil,0.0026501336
513,1,regolament,0.0025591636
514,1,gu,0.0025506013
515,1,mal,0.002460078
516,1,jgħid,0.0023530663
517,1,affarijiet,0.0023474186
518,1,istati,0.0023067645
519,1,fit,0.0022146974
520,1,għas,0.0022071816
521,1,direttiva,0.0021421737
522,1,pajjizi,0.00211991
523,1,nru,0.0020782778
524,1,mizuri,0.0019823513
525,1,jigi,0.0019381559
526,1,ftehim,0.0019080576
527,1,staqsa,0.0018700274
528,1,naħa,0.0017851533
529,1,nies,0.0017454072
530,1,servizz,0.0017064738
531,1,ke,0.0016961386
532,1,kunsill,0.001657264
533,1,vici,0.0015860011
534,1,servizzi,0.0015675793
535,1,tan,0.001525635
536,1,uzu,0.0014978448
537,1,grupp,0.0014879544
538,1,frar,0.0014812412
539,1,ewropew,0.0014794174
540,1,bzonn,0.0014260521
541,1,april,0.0014045717
542,1,membru,0.0013911315
543,1,anness,0.0013617086
544,1,triq,0.0013571501
545,1,joe,0.001355831
546,1,valur,0.0013233739
547,1,partikolari,0.0013197446
548,1,permezz,0.0013087308
549,1,gvern,0.0013040692
550,1,kamra,0.0013021176
551,1,istat,0.0012982266
552,1,pajjizna,0.0012907573
553,1,tul,0.0012736658
554,1,għad,0.001264948
555,1,awtorita,0.0012606839
556,1,għan,0.0012195389
557,1,prodotti,0.0012152758
558,1,informazzjoni,0.0012090566
559,1,kummissjoni,0.0012087716
560,1,quddiem,0.0012050642
561,1,jannar,0.0011573697
562,1,gew,0.0011533326
563,1,malta,0.0011444391
564,1,tac,0.0011342125
565,1,għajnuna,0.001133014
566,1,għat,0.001125268
567,1,allura,0.001120142
568,1,flimkien,0.0011059963
569,1,trid,0.0011019686
570,1,parlament,0.0011007398
571,1,sistema,0.0010998684
572,1,mejju,0.001097364
573,1,oħrajn,0.0010801334
574,1,pajjiz,0.0010701246
575,1,jagħmel,0.0010700998
576,1,ħsara,0.0010546612
577,1,partijiet,0.0010531882
578,1,barranin,0.0010355277
579,1,bl,0.0010213342
580,1,tista,0.0010165094
581,1,sena,0.0010147935
582,1,fir,0.0010049072
583,1,socjali,0.0010044817
584,1,drittijiet,0.0010010226
585,1,fatt,0.000993284
586,1,att,0.0009867956
587,1,istess,0.0009811954
588,1,qorti,0.00097311934
589,1,mg,0.00095135835
590,1,gimgħa,0.0009444164
591,1,mistoqsijiet,0.0009443481
592,1,ambjent,0.0009355524
593,1,ħaga,0.0009283339
594,1,suq,0.000923689
595,1,responsabbli,0.00091004005
596,1,dejjem,0.000898159
597,1,lis,0.00089784927
598,1,president,0.0008969625
599,1,kkunsidra,0.0008914051
600,1,tigi,0.00088736817
601,1,prodott,0.00088710414
602,1,komunita,0.00088551745
603,1,diversi,0.00088468683
604,1,tajjeb,0.0008832252
605,1,art,0.00088133244
606,1,saret,0.0008733299
607,1,rizorsi,0.0008564284
608,1,kwalunkwe,0.000855818
609,1,parti,0.0008462298
610,1,persuni,0.0008438723
611,1,tip,0.0008434126
612,1,sigurta,0.00084294047
613,1,bejgħ,0.0008400583
614,1,settur,0.0008124597
615,1,civili,0.00080643466
616,1,ekonomija,0.00080500374
617,1,euro,0.0008043777
618,1,generali,0.0008000401
619,1,xogħol,0.0007978492
620,1,bniedem,0.00079361565
621,1,ħlas,0.0007878297
622,1,approvazzjoni,0.0007868548
623,1,seħħ,0.000785324
624,1,konsumatur,0.0007799884
625,1,laqgħa,0.0007794487
626,1,laħam,0.00077905715
627,1,malti,0.000778913
628,1,individwali,0.0007774389
629,1,kontra,0.0007713231
630,1,zona,0.0007702884
631,1,kap,0.00076960627
632,1,mit,0.0007589857
633,1,bagit,0.00075730245
634,1,perjodu,0.00074869837
635,1,kollu,0.0007456212
636,1,marzu,0.00074076816
637,1,taz,0.00073879096
638,1,permess,0.00072986266
639,1,kbira,0.00072902546
640,1,rigward,0.0007274148
641,1,borg,0.0007222743
642,1,pozizzjoni,0.0007200793
643,1,rapport,0.00071422843
644,1,rizultati,0.00071126467
645,1,sajd,0.00070929894
646,1,regoli,0.00069715315
647,1,jingħata,0.0006963331
648,1,tieni,0.00069562154
649,1,referenza,0.00069369376
650,1,isem,0.00068718946
651,1,alla,0.00068558194
652,1,kriterji,0.00067923166
653,1,għar,0.0006745651
654,1,finanzjament,0.0006697769
655,1,edukazzjoni,0.0006667179
656,1,qal,0.00066647853
657,1,għawdex,0.0006652525
658,1,settembru,0.00066210405
659,1,ministeru,0.0006611135
660,1,appogg,0.0006591321
661,1,imsemmija,0.0006565325
662,1,assi,0.00065557327
663,1,mr,0.00065191434
664,1,energija,0.00065014214
665,1,stabbiliti,0.0006496926
666,1,sinjal,0.0006481291
667,1,mhumiex,0.0006478902
668,1,finanzjarja,0.0006472082
669,1,kuljum,0.00064686633
670,1,barra,0.0006403208
671,1,japplika,0.0006367898
672,1,qafas,0.00063642295
673,1,tkabbir,0.0006348142
674,1,jagħmlu,0.00063314644
675,1,unita,0.0006301119
676,1,farrugia,0.0006282286
677,1,sit,0.00061589584
678,1,dokumenti,0.00061164115
679,1,speaker,0.00060790475
680,1,mad,0.000607241
681,1,ii,0.000605234
682,1,decizjonijiet,0.00060519046
683,1,dħul,0.00060494465
684,1,legali,0.0006006687
685,1,certi,0.00059719867
686,1,unit,0.00059327844
687,1,intern,0.0005904809
688,1,materjali,0.00058489706
689,1,gustizzja,0.00058439624
690,1,dipartiment,0.00058263144
691,1,agenzija,0.0005809893
692,1,entita,0.00057987764
693,1,galea,0.00057955034
694,1,zgħar,0.00057895493
695,1,iz,0.00057845184
696,1,politika,0.00057796546
697,1,stati,0.00057681807
698,1,ikel,0.0005757515
699,1,gie,0.0005752459
700,1,mitluba,0.0005737578
701,1,proposti,0.000572579
702,1,dejta,0.0005724427
703,1,differenti,0.0005713403
704,1,livell,0.000570066
705,1,talba,0.00056999584
706,1,chairman,0.00056891644
707,1,kee,0.00056811405
708,1,numru,0.0005676503
709,1,ligi,0.00056521525
710,1,kwalita,0.000564528
711,1,konformita,0.0005645181
712,1,zmien,0.00056287873
713,1,ottubru,0.0005627421
714,1,gestjoni,0.00056077994
715,1,stat,0.0005590078
716,1,inkluz,0.0005578494
717,1,access,0.00055738195
718,1,zewg,0.00055658276
719,1,am,0.00055582466
720,1,jkollu,0.00055359234
721,1,tliet,0.00055346236
722,1,centru,0.00055210403
723,1,tieħu,0.00055047026
724,1,izda,0.0005488093
725,1,skala,0.0005479327
726,1,prezzijiet,0.00054605206
727,1,peress,0.00054508506
728,1,mat,0.00054467
729,1,sur,0.00054367096
730,1,natura,0.0005434888
731,1,problemi,0.00054029364
732,1,industrija,0.00053750514
733,1,specifici,0.0005351572
734,1,issir,0.00053384143
735,1,the,0.0005337096
736,1,ufficjali,0.00053115515
737,1,saħħa,0.0005296131
738,1,produzzjoni,0.0005286831
739,1,zerriegħa,0.0005279334
740,1,medicini,0.00052757724
741,1,totali,0.0005249019
742,1,studju,0.00052220124
743,1,metodu,0.0005214339
744,1,notifika,0.00051869114
745,1,fid,0.0005179785
746,1,madankollu,0.0005171456
747,1,louis,0.0005158918
748,1,rata,0.000514505
749,1,socjeta,0.0005133951
750,1,jagħti,0.000511988
751,1,terzi,0.0005113003
752,1,et,0.0005109371
753,1,rwol,0.00051051506
754,1,tnejn,0.0005081579
755,1,tax,0.0005074426
756,1,ewropej,0.000506515
757,1,process,0.00050426746
758,1,japplikaw,0.0005031573
759,1,nazzjonali,0.0005030409
760,1,teknika,0.0005026607
761,1,sinifikanti,0.0005016743
762,1,mard,0.0005014733
763,1,ezempju,0.00049992924
764,1,proposta,0.0004987315
765,1,origini,0.00049764774
766,1,chris,0.00049470476
767,1,george,0.000494557
768,1,flus,0.00049438886
769,1,isiru,0.00049425534
770,1,għandhomx,0.0004937772
771,1,taħrig,0.00049241295
772,1,finanzi,0.0004905843
773,1,titjib,0.00048835133
774,1,mogħtija,0.00048762094
775,1,dritt,0.00048577134
776,1,komuni,0.00048268095
777,1,vella,0.00048241147
778,1,essenzjali,0.00048144182
779,1,punt,0.00048098873
780,1,paragrafu,0.00048012886
781,1,jieħu,0.00047956125
782,1,gurnata,0.00047880344
783,1,premessa,0.0004787656
784,1,deskrizzjoni,0.00047869934
785,1,pm,0.00047859433
786,1,klawsola,0.00047833662
787,1,jagħtu,0.00047758885
788,1,prestazzjoni,0.0004759684
789,1,jilqa,0.00047271288
790,1,godda,0.00047253227
791,1,għoli,0.00047179146
792,1,bini,0.00047111796
793,1,awissu,0.00047076316
794,1,monitoragg,0.0004707058
795,1,riskju,0.00047043132
796,1,filwaqt,0.00046896047
797,1,proceduri,0.00046869545
798,1,giet,0.00046861215
799,1,jingħataw,0.00046636708
800,1,applikabbli,0.0004656843
801,1,tagħrif,0.0004654971
802,1,applikazzjoni,0.0004648793
803,1,karta,0.0004624966
804,1,għandek,0.0004622256
805,1,assistenza,0.00046210998
806,1,nieħdu,0.0004617969
807,1,kummercjali,0.00046164458
808,1,familja,0.00046042708
809,1,jsir,0.0004602402
810,1,awtoritajiet,0.00045938758
811,1,snin,0.00045920478
812,1,rikors,0.00045873376
813,1,korp,0.00045798408
814,1,artiklu,0.0004563222
815,1,deputat,0.00045631084
816,1,isir,0.00045468172
817,1,imsemmi,0.00045171657
818,1,bartolo,0.00045127427
819,1,termini,0.0004512346
820,1,awdituri,0.00044925456
821,1,minimu,0.0004485834
822,1,minnhom,0.00044793604
823,1,tingħata,0.000446625
824,1,oqsma,0.00044431654
825,1,oggetti,0.00044238308
826,1,pjanti,0.00044176308
827,1,nistgħu,0.00044042742
828,1,kreditu,0.00044014637
829,1,investiment,0.00043999145
830,1,grech,0.0004399737
831,1,pensjoni,0.000439687
832,1,linja,0.00043814778
833,1,poplu,0.00043448582
834,1,tranzizzjoni,0.00043303779
835,1,tagħmel,0.00043293578
836,1,bosta,0.00043269532
837,1,ezistenti,0.00043209418
838,1,apparat,0.00042869613
839,1,valutazzjoni,0.0004243269
840,1,post,0.00042306908
841,1,izvilupp,0.00042246154
842,1,tnaqqis,0.00042219125
843,1,biedja,0.00042204402
844,1,mezz,0.00042168715
845,1,protezzjoni,0.00042099186
846,1,attivitajiet,0.00041909365
847,1,interpellant,0.0004185538
848,1,azzjoni,0.00041812664
849,1,forsi,0.00041795624
850,1,kumpanija,0.000417037
851,1,noel,0.00041541652
852,1,mis,0.00041509295
853,1,iii,0.00041340475
854,1,fond,0.00041290873
855,1,kellu,0.0004096824
856,1,arja,0.000408529
857,1,charles,0.00040787528
858,1,zgurat,0.0004059593
859,1,jkollok,0.00040588045
860,1,lingwa,0.00040567666
861,1,tfal,0.00040200632
862,1,funzjoni,0.0004018544
863,1,danni,0.00040154086
864,1,minkejja,0.00040146318
865,1,produtturi,0.00040084543
866,1,reazzjonijiet,0.0004001763
867,1,semmejt,0.00040002374
868,1,kawza,0.00039994804
869,1,kuntratt,0.00039992644
870,1,punti,0.00039985057
871,1,ml,0.00039966588
872,1,ħajja,0.00039964172
873,1,ngħid,0.00039949882
874,1,jmiss,0.000399342
875,1,ħrug,0.00039801333
876,1,xahar,0.00039788525
877,1,ekonomika,0.00039774278
878,1,ħaddiema,0.00039724878
879,1,kundizzjonijiet,0.00039589044
880,1,nett,0.00039486232
881,1,jidher,0.0003945765
882,1,erba,0.00039360163
883,1,inti,0.00039325719
884,1,jaf,0.00039279583
885,1,fosthom,0.00039267272
886,1,fix,0.0003918523
887,1,pulizija,0.000390897
888,1,kongunta,0.000389799
889,1,ħareg,0.00038894056
890,1,problema,0.0003881542
891,1,zee,0.00038708624
892,1,attwali,0.00038706034
893,1,pendenti,0.0003845428
894,1,mistoqsija,0.00038431122
895,1,ngħataw,0.00038426
896,1,ix,0.00038419306
897,1,doza,0.00038186891
898,1,korpi,0.00038161993
899,1,bħalissa,0.00038128643
900,1,legizlazzjoni,0.00038096536
901,1,professjonali,0.00037995033
902,1,persuna,0.00037977914
903,1,bir,0.00037855425
904,1,tagħti,0.00037809717
905,1,awtorizzazzjoni,0.00037775503
906,1,terz,0.0003769797
907,1,tfisser,0.00037572152
908,1,ispejjez,0.00037479599
